TX_ID,BLOCK_TIMESTAMP,SENDER,RECEIVER,TRANSFER_TYPE,AMOUNT,PRICE,PROJECT_NAME,CURRENCY
2C08101A03A2A690D8605E483AAAC5D8E589B0EACAFB6B6E8F080EA5FE03A765,2022-06-07 21:00:30.611,osmo13p4tyrzhgfwhzryg0gewfnfrrs2n4jp2k0tmp7,osmo1u3spf0nwylkdry0ndnmawzqdkcutwr3g24m9pl,OSMOSIS,null,null,null,ibc/BE1BB42D4BE3C30D50B68D7C41DB4DFCE9678E8EF8C539F6E6A9345048894FCC
076EC60D82DCD3E9A7C66E9F299E9260E5CD695B176D33A887773791F3141037,2022-06-07 20:11:10.130,osmo1vhdwjygytsd5l8d2fk46awka6usltxe3l0hmcm,swth1vhdwjygytsd5l8d2fk46awka6usltxe3g2waas,IBC_TRANSFER_OUT,null,null,null,ibc/8FEFAE6AECF6E2A255585617F781F35A8D5709A545A804482A261C0C9548A9D3
FB6829A68AA40772EE183F5A19F3391DC6D3F2B11118AAC5A113CE40F5713180,2022-06-07 18:44:44.639,osmo15dkjtlnvzxguv9tcfnug964374tysed4c4hk5r,axelar1q5plw474awl8lr4dh0hd6q4vpq0a9eqfmct4m4jvlv57cfp59gysnh0jp5,IBC_TRANSFER_OUT,null,null,null,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858
3EE34AC057D240B43F6A9B297C17631D87AF79BCED8BE21B84E963F1E1DF1A74,2022-06-07 19:58:55.522,osmo1cw73elmtjvzg4gjdy9yv7hu6nnfl8m7z4ah5wl,kava1xzgfvs83zalvf27xkfm3kfpzdeqtxvzq7q5hr8,IBC_TRANSFER_OUT,null,null,null,ibc/D6C28E07F7343360AC41E15DDD44D79701DDCA2E0C2C41279739C8D4AE5264BC
BF72C3DBF00A0EA80AB966F0EA018C8F427650D8E514B41CB239C7EEF128E34A,2022-06-07 18:53:01.000,osmo1gakrehz73053ddska7l2hpkcn0afypl2jnmzat,axelar1tgsg5y0a78y23qfq6ms4vv3fz5f6td8uyum9sgvcnarglyvnv7tsmng9xd,IBC_TRANSFER_OUT,null,null,null,ibc/D189335C6E4A68B513C10AB227BF1C1D38C746766278BA3EEB4FB14124F1D858
BF35E2E322DFF7A1627F8063D22EB8397A9B09058E4236F1476B8B54BF2877B9,2022-06-07 19:54:27.929,osmo1w8sfjgtkq5vg0u2pks22fsvdlnpjtd5fnpkduh,axelar1hy8u9ekh5ujggdqv6cccw8pxmxkyy9wlmr0f0ljvlreeqr2zkwnqhmcrj3,IBC_TRANSFER_OUT,null,null,null,ibc/0E43EDE2E2A3AFA36D0CD38BDDC0B49FECA64FA426A82E102F304E430ECF46EE
1864D7E377D96074FDA5AA95598725851ABDE329975AACB8E2A8BEC91AB56CCC,2022-06-08 00:15:14.743,osmo1yy22ldc8h495hmlk258tkeslry6xlgpueuf3u2,comdex1yy22ldc8h495hmlk258tkeslry6xlgpukgcrn0,IBC_TRANSFER_OUT,17.269747,null,CMDX,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0
64E395505A3FAB13351423CB88137A600B498B96A08193394ADA602A62CE7048,2022-06-08 00:51:46.925,osmo19lzth5nagypjt879rf2spz3canv390ytzs98z7,comdex19lzth5nagypjt879rf2spz3canv390ytdy54dm,IBC_TRANSFER_OUT,2,null,CMDX,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0
1437117FB2B6652D522646A92DE57EE4DB04A9CDD7336FB08D5608A7B46B9E09,2022-06-08 00:32:08.767,osmo1k6uxdd37tclwkp962kpdvtclqmvv0d4jqq63gu,comdex1k6uxdd37tclwkp962kpdvtclqmvv0d4j05tr8e,IBC_TRANSFER_OUT,0.211899,null,CMDX,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0
94C4E31885637D730DDABB013352087065416AA7DD4CD066F116D4666ABC0758,2022-06-08 01:20:37.124,osmo13jryjprtxvny9ka0zmv4qv478p0a7chjyxgujc,comdex13jryjprtxvny9ka0zmv4qv478p0a7chjtjewaa,IBC_TRANSFER_OUT,0.178649,null,CMDX,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0
6FB9B804A07162E99011916D809F2A0DDB2D15E906DA93970EE1C46C1FEBB424,2022-06-08 01:41:32.287,osmo1tmz2udgyp33tsgdlwkqpm4x350fgm96aydvnrt,comdex1tmz2udgyp33tsgdlwkqpm4x350fgm96ateapvw,IBC_TRANSFER_OUT,3.067695,null,CMDX,ibc/EA3E1640F9B1532AB129A571203A0B9F789A7F14BB66E350DCBFA18E1A1931F0
